id,views,mean_rating,bayesian_rating,ratings,follows,manga_comments,chapter_comments,title
48047,3945,8.3,8.0,10,274,0,0,Candy Girl
48048,7398,7.59,7.9,17,458,0,1,Icchau Karada
48053,60311,5.51,6.54,114,3413,16,88,Te no Hira ni Ai wo!
48056,17115,5.4,7.68,10,549,13,4,Jinki: Extend
48058,3616,8.0,7.97,14,238,0,0,Princess Connect! Re:Dive - Bishokuden no Ecchi na Hon (Doujinshi)
48060,1906,9.0,8.09,11,155,0,1,MILK
48061,2000,6.92,7.83,13,144,1,0,Koyori-san to Boku
48063,299301,7.84,7.85,733,17311,109,804,The Story of a Waitress and Her Customer
48064,11371,6.74,7.41,70,591,7,32,Truth
48065,3055,7.92,7.96,12,231,0,0,Kaitou Sentai Lupinranger VS Keisatsu Sentai Patranger - The Worst Best Time (Doujinshi)
48066,160571,7.39,7.51,312,11398,93,287,The Former Structural Analyst\'s Otherworldly Adventure Story
48067,9146,8.41,8.04,17,629,2,1,Nettori Yomehaha Uzukizakari
48070,5917,7.8,7.94,10,363,1,1,Otome Sensei
48072,24847,8.62,8.34,106,3058,10,24,The Princess\' Doll Shop
48074,299070,7.24,7.31,783,13776,164,346,Filming Adult Videos in Another World
48076,13833,5.51,7.15,41,907,5,11,Dao Yin
48079,66964,7.95,7.96,212,3752,43,42,Slave B
48088,1159,8.5,8.03,10,80,0,4,Touhou - How to Hold Hands (Doujinshi)
48094,2286,7.6,7.9,15,84,0,4,Touhou - Oni Miko (Doujinshi)
48095,2050,7.25,7.87,12,77,1,1,Touhou - The Oni Miko Scarlet Weather Rhapsody (Doujinshi)
48097,8156,7.24,7.62,74,855,3,10,Suicidal Companyman &amp; Vampire Schoolgirl
48098,2942,7.73,7.93,11,111,0,3,Hellsing - Innocent (Doujinshi)
48099,171003,7.6,7.66,459,9152,96,500,When I Woke Up, I Was A Girl
48102,294405,8.17,8.15,653,22864,111,628,The Villainess Falls for the Notorious Noble
48107,2751,5.55,7.68,11,165,0,0,Elements
48108,512125,8.5,8.47,1389,27252,161,1070,The Great Mage Returns After 4000 Years
48110,102594,8.7,8.47,181,7469,25,55,A Story About a Yakuza and a Detective With a Stern Face
48111,4936,6.27,7.7,11,273,5,16,Single Father
48112,2930,8.58,8.05,12,105,0,1,Love Live! - Merry X\'mas! (Doujinshi)
48113,81691,7.91,7.93,163,4997,34,132,Mimibukuro-san no Chiebukuro
48119,4185,7.52,7.79,52,346,1,1,Ephemeral War
48120,16205,9.09,8.43,57,785,11,59,Monotone Blue
48121,10321,7.1,7.73,31,380,11,4,Yagate Kimi ni Naru - About YuuSaya (Doujinshi)
48123,23764,8.35,8.12,55,1382,10,62,Please Fall Asleep, Emperor
48124,10212,7.36,7.9,11,519,3,0,Spring River Flowers and Moonlight
48125,11420,4.46,7.49,13,704,6,17,The Deadly Countdown
48126,9497,7.76,7.89,45,163,17,8,Naruto - You, Like a Sunflower (Doujinshi)
48128,130501,8.23,8.2,769,9871,49,193,A Story About a Creepy Girl\'s Smile
48129,4182,7.93,7.95,59,488,2,19,Detective Kouko Feels Melancholy
48130,88360,8.73,8.51,197,3768,43,294,Kyoukoku no Recuerdo
48132,20301,8.36,8.13,56,1791,12,33,Tokage Bakuhatsu Shiro
48134,31752,6.16,7.29,49,1749,8,64,Prince Charming Has His Eyes on Me
48137,242980,8.38,8.34,709,21116,148,476,Welcome to the Impregnable Demon King Castle ~The Black Mage Who Got Kicked Out of the Hero Party Due to His Unnecessary Debuffs Gets Welcomed by the Top Brass of the Demon King\'s Army~
48139,59819,7.46,7.66,132,3768,68,334,Otonari Voice Chat
48140,148460,7.97,7.97,359,8326,54,372,Reader
48141,30276,8.29,8.17,133,2099,23,27,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken
48142,8366,6.05,7.5,22,105,2,1,BILLY THE TALL
48148,12349,6.53,7.13,114,822,7,28,Anytime and Anywhere, Hatta-chan
48149,12073,5.87,7.29,39,613,8,8,Pharmacy Back Room (In Pharmacy)
48152,46741,5.82,6.86,87,2414,23,65,Immortal Demon Dad
48153,29490,8.07,8.01,58,1792,10,71,Aoiro Ping Pong
48154,8159,4.71,7.48,14,251,5,3,Valkyrie Resistance
48155,5443,4.27,7.53,11,103,4,3,JoJo\'s Bizarre Adventure: Cost of information (Doujinshi)
48157,3835,9.46,8.17,13,358,7,14,Kongouji-san is Annoying
48158,7051,8.42,8.02,12,899,3,15,Pudding Tanaka Is a Beast
48160,11084,8.44,8.15,52,612,3,6,Sweet Little Devil
48161,7729,8.46,8.2,71,615,0,6,Sayonara Alpha Extra Edition
48162,11331,2.56,7.3,10,175,7,2,summer arouse
48163,9647,8.85,8.49,116,854,5,4,Dragon Girl
48164,3321,8.65,8.21,46,359,6,23,Habanero-tan
48165,4053,6.55,7.6,29,264,0,7,Blood Orange Juice
48167,1030754,7.92,7.92,1821,37126,547,2492,I Became the Villain\'s Mother
48168,4922,8.51,8.15,43,406,7,2,Denki Anma no Mandagi-san
48169,21162,8.1,8.0,30,1721,16,41,Sweet Plunder
48172,7033,7.97,7.97,29,464,1,0,I Can\'t Tell Anyone
48175,28575,6.12,7.28,49,1526,10,26,Warikiri Sisters
48177,41427,8.61,8.38,150,3418,21,71,The Wolf in Love and Mille-Feuille
48178,16646,6.82,7.59,39,929,15,75,2D Partner
48179,17738,7.84,7.88,177,1191,2,17,Hokenshitsu Sensei to M\\u014ds\\u014dsuki-chan
48183,4162,8.33,8.07,33,183,5,5,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui! - I\'m Not Popular, But I Have the Best Friends! (Doujinshi)
48184,11654,7.67,7.81,95,774,1,12,Kimi ni Sasageru Negaigoto
48185,9346,7.05,7.78,21,523,1,0,Aoi Kajitsu to Shiroi Hada
48188,16893,7.4,7.78,40,677,0,6,Tabegoro! Haitoku no Kajitsu
48189,1887,7.64,7.93,11,66,0,0,Haikyuu!! - Kuroo-san wa Boku ga Mamoru (Doujinshi)
48191,33842,7.9,7.93,97,1575,7,64,Eve no Okusuri
48192,79360,9.06,8.84,339,5675,59,397,Yamaguchi-kun wa warukunai
48193,50806,7.7,7.81,105,3856,14,61,The Strongest Manager in History
48194,4483,7.6,7.84,40,357,0,0,Suki toka Ienai
48195,1492,8.73,8.09,15,136,0,0,Touch My Jackass
48197,5782,7.0,7.8,17,348,3,4,Kiss the Abyss
48198,16110,6.89,7.7,27,1490,7,18,This Cinderella Is Not a Vegetarian!
48201,6393,4.17,7.47,12,350,13,4,The Strongest GigaChad
48203,7336,9.06,8.27,32,885,1,17,Kenage na Seitou Kaicho to Yokoshima na Fuku Kaichou
48204,17318,7.88,7.93,57,679,10,44,Skylark
48208,22266,8.28,8.08,47,501,12,12,BEASTARS (Fan-Colored)
48216,34404,8.2,8.09,95,1996,17,124,Married Couple
48217,688056,8.35,8.33,1337,26245,287,2021,Leveling Up, by Only Eating!
48219,15049,4.71,7.3,21,459,4,32,Under the Water and Mutated Fishes
48226,1912,7.56,7.9,16,87,1,0,Naruto - From the Sea Mist (Doujinshi)
48229,279687,8.45,8.38,520,18699,99,868,Daisy
48231,4206,8.1,8.0,30,174,0,2,Pok&eacute;mon - Lighthouse (Doujinshi)
48235,4799,8.54,8.23,68,279,2,14,Weeping Insect
48236,3718,8.18,8.0,17,152,0,2,Shoujo Kageki Revue Starlight - Twinkle Star (Doujinshi)
48241,8934,8.52,8.27,99,610,2,8,Machikado Mazoku - Shamiko ga Momo no Ouchi ni Otomari Suru Ohanashi (Doujinshi)
48242,101612,8.17,8.11,213,11395,33,112,The Redemption of the Blue Rose Princess
48245,1207,7.8,7.94,10,76,0,3,Mahou Shoujo Madoka\\u2605Magica - Baby Baby (Doujinshi)
48248,2713,7.69,7.85,54,279,2,6,Camouflage
48249,1365,8.07,7.98,14,77,0,2,Mahou Shoujo Madoka\\u2605Magica - BABY COMPLEX GIRLS (Doujinshi)
48250,2264,8.57,8.1,23,108,0,3,Mahou Shoujo Madoka\\u2605Magica - Overline (Doujinshi)
48260,14300,6.53,7.74,15,635,1,6,Liquor Gummies
48263,4730,9.0,8.11,12,375,6,10,Planet of Wheat
48264,10713,7.83,7.93,24,754,5,14,2 Centimeter Gossip
48266,15481,7.76,7.92,21,541,2,16,Crack of Dawn
48267,5498,8.41,8.13,49,404,3,0,At the End of the Road
48269,6822,8.38,8.03,16,381,4,9,Vista
48271,2262,6.67,7.8,12,83,0,0,Boku no Hero Academia - The You I See in My World (Doujinshi)
48272,11490,6.38,7.61,24,369,9,8,Kinou wa Otanoshimi Deshita ne
48273,15337,7.76,7.89,55,837,4,6,Sukiyanen Kedo Dou Yaro ka
48276,4273,6.3,7.6,23,279,0,4,Hana no Yurina Gumi
48279,332499,8.65,8.59,911,28601,147,456,I\'ll Become a Villainess That Will Go Down in History \\u2015 The More of a Villainess I Become, the More the Prince Will Dote on Me
48280,4319,5.88,7.46,26,306,3,10,She and the Shinigami
48282,3706,7.19,7.75,31,259,0,4,Beyond the Feeling
48286,3142,7.76,7.89,42,215,5,17,Treasure Chest
48287,5395,6.96,7.74,24,388,2,3,Ichiban Chikakute, Tooi Futari
48291,32124,8.42,8.16,60,1243,16,11,Komi-san wa Komyushou Desu. (Fan-Colored)
48292,7107,3.78,6.15,63,239,9,2,Komi-san wa, Komyushou desu. - Way no Chinpo wa Commushou ja Nai desu. (Doujinshi)
48294,25239,4.82,6.93,39,1289,14,17,Land of Heroes
48295,5085,7.79,7.94,14,315,1,0,Harem Castle
48300,3142,4.94,7.04,34,79,8,26,Dio\'s Daily Life in Quarantine!
48303,16377,7.09,7.48,100,917,6,17,Itose-sensei ni wa Kanawanai.
48305,6904,7.6,7.82,52,550,4,5,To the Yesterday You
48314,42551,8.44,8.21,87,2018,7,42,Black Mirror
48315,8870,7.24,7.82,21,740,2,9,My Own Contract Angel
48316,5873,7.78,7.91,32,433,6,3,The Light of Summer
48317,119016,8.64,8.43,177,3154,23,152,Madman Combo
48318,104261,4.67,5.31,342,3614,124,468,Show Me Your Boobs
48320,89810,8.12,8.06,135,3553,28,337,Gokudou Parasites
48322,65015,8.35,8.23,186,6177,26,137,Zombi Shoujo no Fujimi-san
48324,5164,6.72,7.51,47,388,5,0,Cigarette
48327,2699,6.4,7.66,20,137,3,4,#E\'Nak Phrakhanong
48330,25938,5.26,6.71,70,1023,35,174,Zoombie City
48331,8020,6.09,7.75,11,506,2,9,Drunken Truth
48333,2631,7.2,7.83,15,137,0,1,Kono Yoru no Subete
48334,13509,7.72,7.92,18,1306,4,9,Aewol\'s Dream
48336,10343,6.85,7.49,62,619,7,25,Summer\'s Curse
48337,1537,8.0,7.96,13,92,0,0,Girls und Panzer - Pepperoni War! (Doujinshi)
48338,8308,8.21,8.0,14,607,1,0,Yuuwaku no Toshiue Apartment
48341,2892,7.4,7.87,15,91,0,2,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui! - Since I\'m Not Popular, I\'ll Become a Hero (Doujinshi)
48342,1240,8.31,8.02,13,117,0,0,Love Live! - Magnetic Love (Doujinshi)
48343,16033,7.05,7.68,37,995,2,6,City Of Sanctuary
48348,1510,6.6,7.72,15,121,1,1,Renai Library
48351,109386,8.09,8.06,257,10394,60,222,Wish to Say Farewell
48352,8136,7.67,7.91,12,441,8,7,Deep Water - Shinen
48356,8732,6.35,7.52,31,252,0,5,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui! - Be the One \\u300eKatou Asuka Won\'t Hang Her Head\\u300f (Doujinshi)
48357,91433,7.53,7.7,129,6503,37,129,Diphylleia&rsquo;s Plan to Coup
48358,13506,8.68,8.15,28,852,2,18,Orations of a Changed Cat
48359,4215,3.7,7.13,20,160,6,3,The Knife That Turns You Into Skin
48360,31363,8.31,8.14,81,3029,28,50,Reikan no mattakunai danjo ni tori tsuku danjo no rei no manga
48361,9910,8.05,7.98,19,675,5,9,Delivery Hug Therapy
48362,82836,7.45,7.69,96,3438,18,104,100 Nichigo ni Kuufuku de Taore Maid ni Naru Onna no Ko
48365,8923,8.12,8.0,25,670,0,0,Futago Ane
48368,30002,9.03,8.62,128,429,14,43,Kimetsu no Yaiba - If Nezuko was Nezuko-san (Doujinshi)
48370,1840,7.0,7.82,13,122,2,0,Gunjou no Sumu Machi
48372,66986,9.09,8.87,335,2901,16,99,The Good Teacher
48374,8693,8.11,8.01,36,582,7,0,Juku Mesu - Erotic Mature Women
48375,48898,6.7,7.22,115,2982,49,203,Shachiku to shoujo no 1800-nichi
48382,18270,8.55,8.2,53,1652,10,0,Tabi Gyaru!
48383,19958,7.33,7.82,24,1519,7,10,Two Ways for Lovers
48384,3326,8.0,7.98,37,223,2,9,The White Piano in Room 301
48385,9152,8.67,8.25,54,258,7,17,Goblin Slayer - Mohican Slayer (Doujinshi)
48386,233630,8.7,8.59,462,9065,75,362,Stepmother\'s Friends
48390,307146,6.83,6.92,1014,19785,123,319,Isekai Seikatsu no Susume
48391,32278,8.61,8.27,70,3271,10,50,Nengara Nenbyaku Ansatsu Renka
48394,2517,4.73,7.49,11,201,0,0,Boku wa Tomodachi ga Sukunai - Oishii Milk Coffee (Doujinshi)
48396,1896,7.0,7.83,11,213,0,0,Granblue Fantasy - Forte-san Dosukebe Saimin (Doujinshi)
48397,10492,8.15,8.09,143,933,9,36,Your Everything
48398,4273,7.3,7.9,10,300,0,0,Clarus
48401,109683,4.14,5.68,123,3240,34,65,Me and My 26 Year Old Female Tenants
48407,34355,9.17,8.61,96,3653,38,124,Miss Time
48408,10291,9.07,8.42,58,384,4,3,Mo Dao Zu Shi - Incense Burner
48409,42855,7.36,7.55,190,2869,59,73,Time Paradox Ghostwriter
48412,44632,8.32,8.19,133,4960,23,32,My Lady, Please Become My Heroine!
48416,1612,8.5,8.05,16,205,0,1,My Older Sister&rsquo;s Friends are Nothing but Lewd Girls
48417,24549,8.06,8.01,66,1249,11,22,Soitogete, Ryuujin-san
48418,32214,8.39,8.25,175,1756,8,37,Mask Danshi wa Koishitakunai no ni
48419,313341,8.03,8.02,581,11624,164,894,Mimic Girl
48420,224193,7.77,7.8,608,12662,144,488,Road to Kingdom
48421,7032,7.69,7.87,45,288,10,11,Girls und Panzer - Andou x Oshida Foot Licking Manga (Doujinshi)
48424,58562,8.65,8.4,142,2283,18,192,Half
48428,67974,8.01,7.99,135,5905,34,40,I Don&rsquo;t Want the Obsession of a Twisted Archduke
48429,29807,8.14,8.05,69,2453,8,50,Kameba Kamu Hodo Amaku Naru
48436,5992,9.0,8.21,25,581,3,14,Desert 9
48437,95740,8.93,8.75,344,9437,83,319,My Blissful Marriage
48438,5291,7.72,7.91,18,197,18,14,Corona-kun no Tsuioku
48440,1532,2.08,7.11,13,36,4,2,TimeLine: Unknown (\\u4e0d\\u660e\\u306a\\u6642\\u9593)
48441,60280,7.08,7.48,99,5996,16,54,Kyuutei Mahou-shi Kubi ni Nattande,Inaka ni Kaette Mahou-ka no Sensei ni Narimasu
48446,9931,8.3,8.03,20,478,3,1,Kuromitsu Yotogi
48465,39898,5.87,6.9,86,2452,56,73,I Make Scum Men Cry
48466,22435,7.92,7.95,49,1475,8,25,Straight &quot;Princess&quot; in the Royal Palace
48467,13659,8.31,8.11,62,1012,4,13,Lady x Lady -Casa Blanca-
48469,62618,7.96,7.96,207,3983,40,127,The First Hunter
48470,1554,7.77,7.92,13,50,2,1,The Red Over There Is Our Home
48471,280654,8.14,8.13,900,14232,126,711,The Twins\' Circumstances
48478,2102,8.76,8.13,21,217,0,0,RinSayo Futanari Ecchi Book
48479,1963,8.0,7.97,16,181,0,0,Sayo Lisa Hina Ecchi Book
48480,17886,8.37,8.15,65,1391,15,0,Reincarnated as a Female Hero Who Seems to Have 5 Demon Wives
48481,4638,7.56,7.87,25,325,6,1,The Devil King\'s Head Is Too Heavy.
48482,2227,7.36,7.84,22,211,2,0,Devo Avvertire
48483,4307,7.8,7.92,20,265,0,3,Bokura no Himegoto
48484,18093,8.06,8.04,231,1663,7,24,The Story of Her Amnesia
48487,38328,4.16,6.14,75,1565,30,39,Absolute Peerless Doctor
48488,30477,8.63,8.28,73,2159,26,88,Utakata no Minato
48489,22549,6.51,7.05,139,1310,0,25,Messing With a Female Friend During Lunch Break
48490,26658,8.34,8.22,181,2220,7,32,Hiro-kun ga Sensei
48495,5236,5.33,7.49,18,297,3,0,How to Steal Another Man\'s Wife
48496,97383,8.0,7.99,234,6733,34,182,Mutual Love
48497,24214,8.41,8.08,29,1129,9,95,Perfect Victim
48498,10325,6.38,7.71,16,612,1,0,Reincarnation ~Ubawareta Shoujo no Karada~
48499,31411,7.44,7.79,43,2465,8,41,This Lady Is Too Much
48500,4266,7.8,7.93,25,342,0,1,Denshin Sousa
48501,4438,6.0,7.49,26,254,0,0,Goblin Slayer - Goblin Possession (Doujinshi)
48502,1707,8.5,8.03,10,138,0,0,Spice and Wolf - Bitter Apple (Doujinshi)
48505,5285,6.17,7.74,12,549,3,4,God of Wine
48506,60173,8.88,8.69,317,4157,38,89,Cat Maid and Mistress
48507,2546,7.4,7.9,10,168,0,0,Kantai Collection -KanColle- Umi no Soko (Doujinshi)
48508,5781,8.93,8.28,40,310,3,11,Fullmetal Alchemist - Dadward Answers Some Difficult Questions from His Children (Doujinshi)
48510,1506,4.7,7.58,10,164,0,0,Love Live! - PLUNDER (Doujinshi)
48512,8038,8.29,8.17,135,865,3,10,I Like Your Face
48514,2530,8.5,8.03,10,189,0,0,Ookami-san to Shichinin no Nakama-tachi - Hissatsu Neco Neco Attack (Doujinshi)
48515,5369,4.42,6.9,33,303,1,0,Kuzuo no Kuzu Appli
48519,4475,5.76,7.58,17,389,0,0,Deep Stalker -Sono Kawa de Bishoujo ni Naru-
48520,36699,7.43,7.72,72,2071,7,55,Female Butler Gamone-san
48521,125092,6.14,6.61,237,5078,66,166,The Fallen TS Girl
48522,13980,7.74,7.91,23,734,8,45,Dodoma
48524,54397,8.02,8.0,121,3792,35,243,She\'s My Type
48525,65146,8.48,8.27,118,5690,25,170,Onsaemiro
48526,9271,6.21,7.71,14,561,3,2,Hundred Demon Spectrum
48527,9622,7.68,7.82,88,952,5,12,Vampire and Werewolf
48528,8818,4.65,7.4,17,769,0,2,Wolf and Commander
48532,5197,6.36,7.62,22,342,4,0,Indecent Win With A Female College Student
48534,45858,4.86,6.02,139,1675,46,108,Super Keyboard Man
48536,1714,6.83,7.81,12,126,2,0,Legend of Zelda - Link to Zelda ga Jun Ai Ecchi suru Manga (Doujinshi)
48537,70152,7.33,7.56,147,6864,38,87,S Rank Boukensha de aru Ore no Musume-tachi wa Juudo no Father Con deshita
48538,17716,8.39,8.1,36,1349,8,19,Bonnou\\u2606Saiyuuki
48543,10887,6.75,7.76,16,633,2,16,Give Up on Love
48544,5610,8.0,7.97,19,165,1,4,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui! - A Maid Caf&eacute; Is Opened Again! (Doujinshi)
48547,3301,9.32,8.22,19,132,4,2,Girls und Panzer - RABBIT SUNRISE
48549,7982,7.73,7.88,49,526,0,5,Sakyubasu \\u2640 ni Kyousei Tenshoku Saserareta Ore \\u2642
48551,9360,7.92,7.95,12,424,2,12,Hime no Koiwazurai
48552,1444,8.93,8.11,14,96,0,1,Love Live! Sunshine!! - twins (Doujinshi)
48553,11033,5.18,7.64,11,240,4,0,Big Sister Lets Me Bang Her!
48554,2157,6.86,7.71,21,157,0,5,Pok&eacute;mon - YuuriMary is Cute (Doujinshi)
48555,5397,8.36,8.09,36,405,0,0,Girlfriend in Heat
48556,5537,7.48,7.75,61,447,1,15,Surprise Christmas
48557,5066,8.47,8.13,38,282,0,2,Fate/Grand Order - Leonardo Da Vinci to Iu Hito (Doujinshi)
48558,18534,7.97,7.97,170,1311,2,12,Ser... Seriously?
48559,56304,7.88,7.91,182,4753,9,334,Plainy and Gyaru
48560,1276,9.0,8.1,12,146,0,0,The Count of Monte Cristo
48564,23981,8.25,8.08,52,1468,12,48,Hitsuji no Kawa wo Kita Kemono
48565,1715,8.71,8.08,14,89,2,0,Touhou - Akatsuki o Se ni Shite (Doujinshi)
48567,125202,8.93,8.78,465,7697,58,367,Ame to Kimi to (Webcomic)
48569,3653,6.72,7.65,25,183,0,2,Pok&eacute;mon - You\'re Fine as You Are (Doujinshi)
48570,3836,7.62,7.88,26,209,1,13,Mahou Shoujo Madoka\\u2605Magica - Rika Ren ga Kiss Suru dake (Doujinshi)
48571,3286,7.83,7.93,29,178,2,2,Hibike! Euphonium - Nakayoshikawa wa Totsuzen ni (Doujinshi)
48573,176859,8.14,8.11,381,13352,33,203,My Classmate Tanaka-san Is Super Scary
48575,13456,6.24,7.67,17,574,9,1,Get Life
48576,59946,8.2,8.12,163,4976,15,104,Koisuru Bukimi-chan
48577,158451,8.91,8.76,433,8301,109,461,My Father Became a Cute VTuber Girl!
48580,6290,8.9,8.32,50,645,1,2,Re:Hatsukoi
48582,7982,8.86,8.34,59,693,1,3,Kumori Glass no Mukou
48583,38366,7.46,7.6,219,2492,5,66,Himegoto ~The Adult Virgin and The Experienced High Schooler ~
48584,55970,8.29,8.15,104,4442,11,57,Muaisou na Futago no Ane ga, Nazeka Ore to Naka no Yoi Futago no Imouto no Furi wo Shiteiru Hanashi
48586,8136,7.24,7.81,21,509,5,1,TSF Monogatari
48587,6196,8.46,8.11,35,470,2,2,My Big Girlfriend Acts the Polar Opposite in Bed and at School.
48588,1632,8.15,7.99,13,89,0,2,Touhou - Bluffing \'Bout Bonsai (Doujinshi)
48589,11334,7.44,7.66,111,784,1,0,Teasing After School
48590,1816,7.36,7.86,14,113,0,0,Girls und Panzer - A Free Lifestyle (Doujinshi)
48595,18033,8.32,8.22,198,1233,15,64,Kimi Towa Gokai Kara Hajimarimashitaga
48596,9090,6.82,7.29,116,728,3,13,Cool Girl &amp; Cute Girl
48597,11711,6.69,7.22,115,1016,4,6,A Day in the Life of a Stupid Gyaru and a Glamourous Gyaru
48600,93905,8.56,8.47,424,6890,57,366,Murim Login
48602,19418,8.27,8.04,26,800,3,1,Re:Zero Kara Hajimeru Isekai Seikatsu &ndash; Hyouketsu no Kizuna
48604,3503,7.75,7.94,12,166,1,5,Horror Banchi
48606,1525,7.3,7.89,10,83,1,2,Touhou - Lonesome (Doujinshi)
48607,2970,6.69,7.79,13,124,0,0,Touhou - Forbidden Fruit (Doujinshi)
48610,2628,7.9,7.96,10,133,0,2,Touhou - Flower and Knife (Doujinshi)
48611,28145,7.79,7.89,72,2901,17,54,Ibara-Chan Can\'t Rebel!
48612,2960,8.24,8.01,17,124,1,3,Touhou - Mahou Seiki no Shounen Shoujo (Doujinshi)
48613,10021,7.17,7.6,69,556,3,8,The Story of a Scientist and...
48614,2052,7.78,7.93,18,107,0,0,Touhou - Blood Berry Trap (Doujinshi)
48615,10837,6.6,7.74,15,526,0,1,You Don\'t Know Me
48617,4222,6.68,7.69,22,172,2,0,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui! - The Same Scent (Doujinshi)
48620,25437,7.44,7.77,50,2071,3,20,My Senpai Has a Very Soft Voice
48621,18520,8.12,8.01,34,856,11,9,Wagamama Ouji wa Neko wo Karu
48622,13308,8.09,8.0,32,760,0,10,Little Prince
48623,4813,3.72,6.96,25,211,0,5,Lewd Records of a Prostitute ~The case of a certain bounty hunter-turned-woman~
48624,4548,6.9,7.76,20,269,2,0,Akumateki! TS Monogatari
48625,5233,6.0,7.52,24,256,0,3,The Feminization Bug in the Eroge World!
48626,4480,4.24,7.33,17,230,2,0,With Love for Chinpou
48628,2323,8.58,8.08,19,157,0,1,Yakekuso Romance
48629,6956,7.4,7.7,72,566,6,15,Eruru
48630,29991,8.39,8.27,201,1862,13,23,Inma-kun wa Oshigoto Dekinai
48636,59046,8.19,8.12,155,3156,36,174,Records of the Mystic Gardens
48638,2907,7.83,7.94,12,101,0,0,Touhou - As a Pair or a Trio (Doujinshi)
48641,2330,7.42,7.8,36,183,6,1,Olga A Yiri
48642,4699,7.64,7.92,11,251,0,0,Mitsu-Tsubo
48645,408453,7.76,7.78,858,31195,105,310,The Reincarnated &quot;Sword Saint&quot;  Wants to Take It Easy
48650,48556,8.44,8.24,112,2568,28,123,Castle
48656,5270,7.84,7.92,43,336,2,6,Sugar-ism
48658,6205,8.0,7.97,18,118,3,2,A Story of a Big Brother Who Wanted to Protect His Little Sister From a Train Molester but Was Molested Instead.
48661,37908,6.29,7.54,28,1547,5,27,Photo Kano - Memorial Pictures
48663,35755,8.47,8.23,87,1813,19,87,I Accidentally Saved the Jianghu\'s Enemy
48664,4088,7.15,7.85,13,263,0,0,Goblin Slayer - Priestess (Doujinshi)
48665,4030,7.73,7.92,12,274,0,0,Goblin Slayer - Guild Girl (Doujinshi)
48667,4381,7.38,7.86,13,254,0,0,Goblin Slayer - High Elf Archer (Doujinshi)
48668,4952,6.79,7.8,14,277,0,0,Goblin Slayer - Cow Girl (Doujinshi)
48672,11397,8.21,8.05,39,849,5,1,Youthful Days Scheme
48674,6099,8.52,8.16,42,546,1,0,I Want Senpai to Take My First Time!!
48676,5722,6.74,7.63,31,381,13,6,BLAME! Fort of Silicon Creatures
48678,62480,7.74,7.85,86,2200,18,65,Fatal Possession
48681,8529,6.73,7.78,15,920,6,7,Don\'t Mess With Mistress
48682,5694,7.93,7.96,15,225,10,9,1 iine 1 mo
48684,97449,8.05,8.03,202,5962,33,105,Bite Marks
48685,2437,8.06,7.98,16,80,3,1,Sore wa Moroku, Utsukushikatta.
48687,3404,5.2,7.65,10,91,3,0,Osomatsu-san - Kyoufu to iu Na no Renjyou (Doujinshi)
48689,302519,8.95,8.87,1010,15795,141,764,Send My Regards to Kenshiro
48690,7084,8.29,8.08,42,801,6,12,Fluffy Yuri 4koma
48691,73834,7.95,7.96,129,5042,35,265,The Senior and Junior Broke up Three Months Ago
48693,71080,7.68,7.72,514,4316,18,56,The Wholesome Boy and the Succubus
48694,3945,8.59,8.09,17,252,0,1,Samurai Spirits  - Nako x Nako (Doujinshi)
48695,30718,7.96,7.97,82,2032,16,43,OOPARTS
48696,3397,7.14,7.78,22,138,0,4,Love Live! Sunshine!! - A Manual for Capturing a Fallen Angel (Doujinshi)
48697,505650,7.81,7.82,1118,13231,146,2361,This Girl Will Express Herself in 100 Days
48699,52061,7.29,7.53,153,3781,25,109,Player
48700,2347,8.71,8.1,17,125,0,1,THE iDOLM@STER Cinderella Girls - UzuRin Manga (Doujinshi)
48702,44203,7.54,7.71,134,3127,17,88,Kokono-Chan Drinks Tears!
48707,10087,8.89,8.14,18,638,0,0,Kakushi dere
48708,1505,8.22,7.99,10,57,1,0,Touhou Project - Kimi Naki Sekai (Doujinshi)
48709,11030,8.22,8.12,131,795,8,15,Otome no Itari
48711,7641,8.71,8.12,21,533,8,9,Ogi-kun no Natsuyasumi
48712,58352,8.31,8.26,518,4127,17,62,5 Years Later...
48713,6665,6.67,7.79,12,235,4,3,IseQuar Beach manga
48715,17495,8.17,8.12,232,1567,8,38,Yuri Otaku Family
48717,29363,6.57,7.34,67,1528,16,49,Inverse Scale
48719,4380,6.5,7.57,28,251,7,20,How to Love You
48720,264215,8.76,8.68,747,9151,229,2301,How to Fight
48723,65819,8.03,8.01,136,4308,19,27,My Sister Picked Up the Male Lead (Promo)
48729,16178,7.65,7.76,145,1314,18,33,Watashi no Maou-sama
48730,138315,6.47,6.89,214,6603,43,262,A Manga About a Village of Super-Ultra-Ultimately Cute Elves Burning Down
48745,3469,8.46,8.04,13,99,0,1,Haikyuu!! - Kageyama-san and Hinata-kun (Doujinshi)
48746,5372,8.06,7.99,34,242,0,6,Azur Lane - ROYAL DAYS (Doujinshi)
48747,2415,8.73,8.09,15,185,0,1,Fate/Grand Order - Drenched in Sweat (Doujinshi)
